zone_id	zx	zy	rx	ry	sector	feature	avg_rgb_hex
922	3	0	2	0	PLAINS	NONE	#782a25
922	3	0	3	0	PLAINS	NONE	#772924
922	3	0	4	0	PLAINS	NONE	#7a2a25
922	3	0	5	0	PLAINS	NONE	#792823
922	3	0	6	0	PLAINS	NONE	#772724
922	3	0	7	0	PLAINS	NONE	#792925
922	3	0	8	0	PLAINS	NONE	#792825
922	3	0	9	0	PLAINS	NONE	#792925
922	3	0	0	1	PLAINS	NONE	#772725
922	3	0	1	1	PLAINS	NONE	#782624
922	3	0	2	1	PLAINS	NONE	#782724
922	3	0	3	1	PLAINS	NONE	#772623
922	3	0	4	1	PLAINS	NONE	#772623
922	3	0	5	1	PLAINS	NONE	#782825
922	3	0	6	1	PLAINS	NONE	#762626
922	3	0	7	1	PLAINS	NONE	#772725
922	3	0	8	1	PLAINS	NONE	#772522
922	3	0	9	1	PLAINS	NONE	#7b2724
922	3	0	0	2	PLAINS	NONE	#792d27
922	3	0	1	2	PLAINS	NONE	#762b25
922	3	0	2	2	PLAINS	NONE	#752b23
922	3	0	3	2	PLAINS	NONE	#762c24
922	3	0	4	2	PLAINS	NONE	#762d25
922	3	0	5	2	PLAINS	NONE	#762d26
922	3	0	6	2	PLAINS	NONE	#792f29
922	3	0	7	2	PLAINS	NONE	#782d28
922	3	0	8	2	PLAINS	NONE	#792c27
922	3	0	9	2	PLAINS	NONE	#792c27
922	3	0	0	3	WATER	RIVER	#736e83
922	3	0	1	3	WATER	RIVER	#736c80
922	3	0	2	3	WATER	RIVER	#756e7c
922	3	0	3	3	PLAINS	ROAD	#6e6671
922	3	0	4	3	WATER	RIVER	#6f6775
922	3	0	5	3	WATER	RIVER	#766d7d
922	3	0	6	3	WATER	RIVER	#797283
922	3	0	7	3	WATER	RIVER	#787286
922	3	0	8	3	WATER	RIVER	#757089
922	3	0	9	3	WATER	RIVER	#78758e
922	3	0	0	4	WATER	RIVER	#313a5b
922	3	0	1	4	WATER	RIVER	#363a5d
922	3	0	2	4	WATER	RIVER	#353853
922	3	0	3	4	WATER	RIVER	#2f314b
922	3	0	4	4	WATER	RIVER	#30314d
922	3	0	5	4	WATER	RIVER	#363754
922	3	0	6	4	WATER	RIVER	#454b6f
922	3	0	7	4	WATER	RIVER	#42496f
922	3	0	8	4	WATER	RIVER	#343c63
922	3	0	9	4	WATER	RIVER	#424973
922	3	0	0	5	WATER	RIVER	#2f3959
922	3	0	1	5	WATER	RIVER	#363b5b
922	3	0	2	5	WATER	RIVER	#333758
922	3	0	3	5	WATER	RIVER	#3a3e60
922	3	0	4	5	WATER	RIVER	#323454
922	3	0	5	5	WATER	RIVER	#3f4464
922	3	0	6	5	WATER	RIVER	#3f4c74
922	3	0	7	5	WATER	RIVER	#404a72
922	3	0	8	5	WATER	RIVER	#384069
922	3	0	9	5	WATER	RIVER	#494f7a
922	3	0	0	6	WATER	RIVER	#2d3b5e
922	3	0	1	6	WATER	RIVER	#363d63
922	3	0	2	6	WATER	RIVER	#393d60
922	3	0	3	6	WATER	RIVER	#474c6e
922	3	0	4	6	WATER	RIVER	#3e4369
922	3	0	5	6	WATER	RIVER	#3b4165
922	3	0	6	6	WATER	RIVER	#323c63
922	3	0	7	6	WATER	RIVER	#353d65
922	3	0	8	6	WATER	RIVER	#3d446f
922	3	0	9	6	WATER	RIVER	#454e75
922	3	0	0	7	WATER	RIVER	#34416a
922	3	0	1	7	WATER	RIVER	#3c4774
922	3	0	2	7	WATER	RIVER	#464c70
922	3	0	3	7	WATER	RIVER	#505678
922	3	0	4	7	WATER	RIVER	#4a4f6d
922	3	0	5	7	WATER	RIVER	#40476e
922	3	0	6	7	WATER	RIVER	#414a72
922	3	0	7	7	WATER	RIVER	#3c4469
922	3	0	8	7	WATER	RIVER	#3d446a
922	3	0	9	7	WATER	RIVER	#4a5074
922	3	0	0	8	WATER	RIVER	#394770
922	3	0	1	8	WATER	RIVER	#414d7a
922	3	0	2	8	WATER	RIVER	#4c5377
922	3	0	3	8	WATER	RIVER	#4b5173
922	3	0	4	8	WATER	RIVER	#444d6f
922	3	0	5	8	WATER	RIVER	#464b75
922	3	0	6	8	WATER	RIVER	#494e78
922	3	0	7	8	WATER	RIVER	#484f71
922	3	0	8	8	WATER	RIVER	#60556b
922	3	0	9	8	HILLS	NONE	#b9865b
922	3	0	0	9	WATER	RIVER	#434d76
922	3	0	1	9	WATER	RIVER	#3d4671
922	3	0	2	9	WATER	RIVER	#3e476c
922	3	0	3	9	WATER	RIVER	#3b466a
922	3	0	4	9	WATER	RIVER	#3a456a
922	3	0	5	9	WATER	RIVER	#464a71
922	3	0	6	9	WATER	RIVER	#4d4f75
922	3	0	7	9	WATER	RIVER	#706975
922	3	0	8	9	HILLS	NONE	#cb8160
922	3	0	9	9	PLAINS	NONE	#ca5331
921	4	0	0	0	PLAINS	NONE	#792923
921	4	0	1	0	PLAINS	NONE	#792922
921	4	0	2	0	PLAINS	NONE	#792a23
921	4	0	3	0	PLAINS	NONE	#7a2925
921	4	0	4	0	PLAINS	NONE	#7d2926
921	4	0	5	0	PLAINS	NONE	#7f2a26
921	4	0	6	0	PLAINS	NONE	#802a26
921	4	0	7	0	PLAINS	NONE	#7e2a27
921	4	0	8	0	PLAINS	NONE	#812a28
921	4	0	9	0	PLAINS	NONE	#7d2b27
921	4	0	0	1	PLAINS	NONE	#7a2722
921	4	0	1	1	PLAINS	NONE	#7b2823
921	4	0	2	1	PLAINS	NONE	#7a2723
921	4	0	3	1	PLAINS	NONE	#7b2724
921	4	0	4	1	PLAINS	NONE	#7e2926
921	4	0	5	1	PLAINS	NONE	#7c2824
921	4	0	6	1	PLAINS	NONE	#7e2924
921	4	0	7	1	PLAINS	NONE	#7e2926
921	4	0	8	1	PLAINS	NONE	#7d2a26
921	4	0	9	1	PLAINS	NONE	#7d2926
921	4	0	0	2	PLAINS	NONE	#792d25
921	4	0	1	2	PLAINS	NONE	#792d25
921	4	0	2	2	PLAINS	NONE	#7a2e26
921	4	0	3	2	PLAINS	NONE	#7d2f28
921	4	0	4	2	PLAINS	NONE	#7c3028
921	4	0	5	2	PLAINS	NONE	#7c2e27
921	4	0	6	2	PLAINS	NONE	#7e2f29
921	4	0	7	2	PLAINS	NONE	#7d2e27
921	4	0	8	2	PLAINS	NONE	#7c2f27
921	4	0	9	2	PLAINS	NONE	#7e3028
921	4	0	0	3	WATER	RIVER	#7d7993
921	4	0	1	3	WATER	RIVER	#7c7890
921	4	0	2	3	WATER	RIVER	#7d798f
921	4	0	3	3	WATER	RIVER	#7e788f
921	4	0	4	3	WATER	RIVER	#827d94
921	4	0	5	3	WATER	RIVER	#807a8f
921	4	0	6	3	WATER	RIVER	#80798e
921	4	0	7	3	WATER	RIVER	#817b91
921	4	0	8	3	WATER	RIVER	#7b788e
921	4	0	9	3	WATER	RIVER	#838197
921	4	0	0	4	WATER	RIVER	#49507a
921	4	0	1	4	WATER	RIVER	#4b517b
921	4	0	2	4	WATER	RIVER	#484c72
921	4	0	3	4	WATER	RIVER	#4a4b6f
921	4	0	4	4	WATER	RIVER	#525273
921	4	0	5	4	WATER	RIVER	#464764
921	4	0	6	4	WATER	RIVER	#3d3e5e
921	4	0	7	4	WATER	RIVER	#383c60
921	4	0	8	4	WATER	RIVER	#3a4166
921	4	0	9	4	WATER	RIVER	#3d456a
921	4	0	0	5	WATER	RIVER	#4a517a
921	4	0	1	5	WATER	RIVER	#484f76
921	4	0	2	5	WATER	RIVER	#484c72
921	4	0	3	5	WATER	RIVER	#505071
921	4	0	4	5	WATER	RIVER	#625f73
921	4	0	5	5	WATER	RIVER	#767178
921	4	0	6	5	WATER	RIVER	#5b5764
921	4	0	7	5	WATER	RIVER	#3f4267
921	4	0	8	5	WATER	RIVER	#43486d
921	4	0	9	5	WATER	RIVER	#4c5177
921	4	0	0	6	WATER	RIVER	#464f7a
921	4	0	1	6	WATER	RIVER	#4d5174
921	4	0	2	6	WATER	RIVER	#7a716f
921	4	0	3	6	HILLS	NONE	#a78f6b
921	4	0	4	6	HILLS	NONE	#c67f5f
921	4	0	5	6	HILLS	NONE	#bf6f42
921	4	0	6	6	WATER	RIVER	#978679
921	4	0	7	6	WATER	RIVER	#4a4e71
921	4	0	8	6	WATER	RIVER	#55587c
921	4	0	9	6	WATER	RIVER	#595c80
921	4	0	0	7	WATER	RIVER	#867576
921	4	0	1	7	HILLS	NONE	#9d7d5c
921	4	0	2	7	HILLS	NONE	#785947
921	4	0	3	7	PLAINS	NONE	#873c2c
921	4	0	4	7	HILLS	NONE	#ca6b3a
921	4	0	5	7	WATER	RIVER	#a48365
921	4	0	6	7	WATER	RIVER	#555672
921	4	0	7	7	WATER	RIVER	#565779
921	4	0	8	7	WATER	RIVER	#5e5f82
921	4	0	9	7	WATER	RIVER	#5c5c81
921	4	0	0	8	HILLS	NONE	#a0552e
921	4	0	1	8	PLAINS	NONE	#673b2a
921	4	0	2	8	HILLS	NONE	#7e6749
921	4	0	3	8	HILLS	NONE	#d6b15e
921	4	0	4	8	HILLS	NONE	#e5d29d
921	4	0	5	8	WATER	RIVER	#726d76
921	4	0	6	8	WATER	RIVER	#565676
921	4	0	7	8	WATER	RIVER	#555a75
921	4	0	8	8	WATER	RIVER	#716675
921	4	0	9	8	HILLS	NONE	#b89c73
921	4	0	0	9	HILLS	NONE	#d37c4c
921	4	0	1	9	HILLS	NONE	#db9a38
921	4	0	2	9	HILLS	NONE	#e2a657
921	4	0	3	9	HILLS	NONE	#e8d377
921	4	0	4	9	HILLS	NONE	#e3d9a5
921	4	0	5	9	PLAINS	NONE	#6a636c
921	4	0	6	9	WATER	RIVER	#5c5e76
921	4	0	7	9	WATER	RIVER	#827579
921	4	0	8	9	HILLS	NONE	#ceb068
921	4	0	9	9	HILLS	NONE	#c2a961
920	5	0	0	0	PLAINS	NONE	#7a2a25
920	5	0	1	0	PLAINS	NONE	#792924
920	5	0	2	0	PLAINS	NONE	#7a2a25
920	5	0	3	0	PLAINS	NONE	#7a2a25
920	5	0	4	0	PLAINS	NONE	#7b2a26
920	5	0	5	0	PLAINS	NONE	#7c2a26
920	5	0	6	0	PLAINS	NONE	#7b2b26
920	5	0	7	0	PLAINS	NONE	#7b2a26
920	5	0	8	0	PLAINS	NONE	#7b2b26
920	5	0	9	0	PLAINS	NONE	#7c2c27
920	5	0	0	1	PLAINS	NONE	#7b2824
920	5	0	1	1	PLAINS	NONE	#7a2824
920	5	0	2	1	PLAINS	NONE	#7a2824
920	5	0	3	1	PLAINS	NONE	#7d2a26
920	5	0	4	1	PLAINS	NONE	#7b2825
920	5	0	5	1	PLAINS	NONE	#7c2825
920	5	0	6	1	PLAINS	NONE	#7c2925
920	5	0	7	1	PLAINS	NONE	#7a2a26
920	5	0	8	1	PLAINS	NONE	#7c2a26
920	5	0	9	1	PLAINS	NONE	#7c2925
920	5	0	0	2	PLAINS	NONE	#7d2e26
920	5	0	1	2	PLAINS	NONE	#7c2e27
920	5	0	2	2	PLAINS	NONE	#7c2d27
920	5	0	3	2	PLAINS	NONE	#7c2e27
920	5	0	4	2	PLAINS	NONE	#7c2e28
920	5	0	5	2	PLAINS	NONE	#7c2e26
920	5	0	6	2	PLAINS	NONE	#7c2f27
920	5	0	7	2	PLAINS	NONE	#7d3026
920	5	0	8	2	PLAINS	NONE	#7f3129
920	5	0	9	2	PLAINS	NONE	#7d2e28
920	5	0	0	3	WATER	RIVER	#86859a
920	5	0	1	3	WATER	RIVER	#838098
920	5	0	2	3	WATER	RIVER	#827f98
920	5	0	3	3	WATER	RIVER	#7d798f
920	5	0	4	3	WATER	RIVER	#79758a
920	5	0	5	3	PLAINS	ROAD	#746775
920	5	0	6	3	PLAINS	ROAD	#766977
920	5	0	7	3	PLAINS	ROAD	#726570
920	5	0	8	3	PLAINS	ROAD	#736875
920	5	0	9	3	WATER	RIVER	#73697a
920	5	0	0	4	WATER	RIVER	#464d72
920	5	0	1	4	WATER	RIVER	#4e507a
920	5	0	2	4	WATER	RIVER	#4f537e
920	5	0	3	4	WATER	RIVER	#4b4d77
920	5	0	4	4	WATER	RIVER	#44476f
920	5	0	5	4	WATER	RIVER	#383550
920	5	0	6	4	PLAINS	NONE	#36314c
920	5	0	7	4	PLAINS	NONE	#302e3c
920	5	0	8	4	PLAINS	NONE	#312f44
920	5	0	9	4	WATER	RIVER	#333550
920	5	0	0	5	WATER	RIVER	#4a4f75
920	5	0	1	5	WATER	RIVER	#474a71
920	5	0	2	5	WATER	RIVER	#444870
920	5	0	3	5	WATER	RIVER	#4d5078
920	5	0	4	5	WATER	RIVER	#4a4c74
920	5	0	5	5	WATER	RIVER	#413f5f
920	5	0	6	5	WATER	RIVER	#393754
920	5	0	7	5	WATER	RIVER	#343449
920	5	0	8	5	WATER	RIVER	#383950
920	5	0	9	5	WATER	RIVER	#373956
920	5	0	0	6	WATER	RIVER	#54567b
920	5	0	1	6	WATER	RIVER	#54587b
920	5	0	2	6	WATER	RIVER	#55577b
920	5	0	3	6	WATER	RIVER	#525375
